EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeBand,JobSatisfactionLabel,WorkLifeBalanceLabel
1133,31,Yes,Travel_Rarely,371,Research & Development,1,3,Marketing,4,Male,80,2,2,Healthcare Representative,1.0,Married,3853.0,7320,3,No,11,3,2,0,10,6,3,7.0,4,3,5,1,7-10 yrs,3K-6K,Low,Better
1134,35,Yes,Travel_Rarely,1100,Research & Development,8,3,Medical,3,Male,69,3,5,Research Scientist,3.0,Single,12357.0,25950,4,No,17,3,3,1,13,3,4,7.0,4,2,3,1,7-10 yrs,10K-15K,High,Best
1135,30,No,Travel_Rarely,1129,Research & Development,2,2,Medical,1,Male,34,3,2,Manufacturing Director,4.0,Divorced,4830.0,19061,1,No,11,3,4,0,10,4,3,4.0,1,4,3,0,4-6 yrs,3K-6K,Very High,Better
1136,20,Yes,Travel_Rarely,478,Research & Development,2,2,Medical,3,Female,40,3,2,Manufacturing Director,2.0,Single,7042.0,16462,4,Yes,14,3,2,1,0,4,2,0.0,0,0,0,1,0-1 yrs,6K-10K,Medium,Good
1137,44,Yes,Travel_Rarely,927,Sales,7,3,Life Sciences,4,Female,89,3,5,Sales Executive,2.0,Divorced,11909.0,7736,3,Yes,19,3,2,0,21,4,3,6.0,3,3,4,1,4-6 yrs,10K-15K,Medium,Better
1138,37,No,Travel_Rarely,628,Research & Development,9,3,Life Sciences,3,Female,50,3,2,Research Director,3.0,Married,6497.0,22458,5,No,14,4,1,1,13,2,3,8.0,5,4,7,0,7-10 yrs,6K-10K,High,Better
1139,25,No,Travel_Rarely,601,Sales,1,3,Life Sciences,2,Male,86,3,2,Sales Executive,3.0,Married,3193.0,8866,3,Yes,16,3,4,3,4,2,3,4.0,3,4,2,0,4-6 yrs,3K-6K,High,Better
1140,42,No,Travel_Rarely,748,Research & Development,4,3,Human Resources,4,Male,69,3,4,Manager,1.0,Single,8488.0,26580,4,No,16,3,3,0,19,2,3,2.0,2,2,2,0,2-3 yrs,6K-10K,Low,Better
1141,28,Yes,Travel_Rarely,802,Sales,29,1,Marketing,4,Male,70,2,2,Sales Executive,4.0,Single,7231.0,17810,3,Yes,14,4,2,0,6,1,3,6.0,6,3,3,1,4-6 yrs,6K-10K,Very High,Better
1142,50,No,Travel_Rarely,1284,Research & Development,1,2,Life Sciences,4,Male,93,3,1,Healthcare Representative,3.0,Married,5123.0,20704,3,Yes,17,3,1,0,27,2,2,6.0,6,3,6,0,4-6 yrs,3K-6K,High,Good
1143,35,Yes,Travel_Frequently,588,Research & Development,2,3,Technical Degree,1,Male,63,3,5,Healthcare Representative,2.0,Married,11190.0,11374,2,Yes,15,4,3,0,11,6,3,8.0,5,2,8,1,7-10 yrs,10K-15K,Medium,Better
1144,36,No,Travel_Rarely,584,Research & Development,4,3,Life Sciences,1,Male,93,3,5,Manufacturing Director,1.0,Married,11648.0,12886,3,No,15,3,3,0,15,4,2,4.0,4,4,4,0,4-6 yrs,10K-15K,Low,Good
1145,40,Yes,Travel_Rarely,1057,Sales,8,2,Life Sciences,3,Male,42,3,2,Manager,1.0,Single,7863.0,7489,4,No,17,4,3,0,16,6,4,5.0,5,0,3,1,4-6 yrs,6K-10K,Low,Best
1146,30,No,Travel_Rarely,748,Research & Development,7,1,Medical,3,Male,34,3,4,Research Scientist,1.0,Married,8599.0,10417,2,No,17,4,4,0,9,2,2,9.0,4,2,4,0,7-10 yrs,6K-10K,Low,Good
1147,30,No,Travel_Rarely,151,Research & Development,12,3,Life Sciences,4,Female,83,3,2,Research Director,3.0,Single,9887.0,7367,0,No,18,3,1,1,7,1,3,4.0,4,2,4,0,4-6 yrs,6K-10K,High,Better
1148,35,No,Travel_Rarely,997,Sales,8,4,Marketing,1,Female,69,3,4,Manager,2.0,Married,9832.0,25171,1,No,17,3,1,0,11,0,3,5.0,3,3,5,0,4-6 yrs,6K-10K,Medium,Better
1149,22,No,Travel_Rarely,1402,Sales,1,1,Technical Degree,2,Female,44,2,3,Sales Representative,4.0,Divorced,8605.0,13229,6,No,14,3,2,2,0,0,2,0.0,0,0,0,0,0-1 yrs,6K-10K,Very High,Good
1150,38,No,Travel_Rarely,609,Sales,15,4,Human Resources,4,Male,64,3,2,Manager,2.0,Married,6588.0,26796,3,No,24,3,3,0,18,2,3,8.0,4,1,4,0,7-10 yrs,6K-10K,Medium,Better
1151,42,No,Travel_Rarely,1143,Research & Development,6,3,Human Resources,2,Male,87,3,3,Research Director,4.0,Divorced,7318.0,14440,5,No,13,3,2,1,18,2,3,4.0,4,1,4,0,4-6 yrs,6K-10K,Very High,Better
1152,48,No,Travel_Rarely,968,Research & Development,14,2,Human Resources,4,Female,92,3,2,Laboratory Technician,1.0,Single,9023.0,2742,4,Yes,11,3,2,0,28,2,3,5.0,3,2,4,0,4-6 yrs,6K-10K,Low,Better
1153,40,No,Non-Travel,1049,Research & Development,2,4,Technical Degree,2,Male,44,1,2,Research Scientist,2.0,Divorced,7513.0,26441,3,Yes,17,3,2,2,20,4,1,4.0,4,3,4,0,4-6 yrs,6K-10K,Medium,Bad
1154,25,No,Travel_Rarely,986,Research & Development,3,2,Other,2,Male,44,2,2,Laboratory Technician,4.0,Married,1481.0,18996,2,No,19,3,4,0,5,0,1,3.0,2,0,3,0,2-3 yrs,Below 3K,Very High,Bad
1155,34,Yes,Non-Travel,219,Sales,10,4,Medical,2,Male,39,3,2,Sales Executive,1.0,Single,6358.0,2389,2,No,15,4,1,2,11,1,3,11.0,4,5,3,1,10+ yrs,6K-10K,Low,Better
1156,38,Yes,Travel_Rarely,1216,Sales,11,2,Human Resources,3,Female,38,3,4,Manager,4.0,Single,12976.0,10429,2,Yes,11,3,3,1,18,4,4,7.0,4,0,7,1,7-10 yrs,10K-15K,Very High,Best
1157,35,No,Non-Travel,744,Research & Development,3,1,Marketing,1,Male,85,1,3,Manager,3.0,Single,11178.0,19128,2,No,12,3,2,2,13,2,2,9.0,6,1,2,0,7-10 yrs,10K-15K,High,Good
1158,35,No,Travel_Rarely,854,Research & Development,16,3,Medical,4,Male,38,2,4,Research Director,4.0,Divorced,10583.0,23103,1,No,17,3,2,1,14,5,3,10.0,6,2,4,0,7-10 yrs,10K-15K,Very High,Better
1159,39,Yes,Travel_Frequently,530,Research & Development,17,3,Life Sciences,3,Male,58,4,5,Research Scientist,1.0,Divorced,12571.0,18946,3,No,13,3,2,2,18,5,3,6.0,5,2,2,1,4-6 yrs,10K-15K,Low,Better
1160,39,Yes,Travel_Rarely,678,Research & Development,29,3,Technical Degree,1,Male,56,1,2,Laboratory Technician,3.0,Divorced,8277.0,16665,2,Yes,15,3,3,1,17,1,3,13.0,4,0,3,1,10+ yrs,6K-10K,High,Better
1161,34,No,Travel_Rarely,355,Research & Development,18,2,Technical Degree,2,Male,89,2,3,Healthcare Representative,4.0,Single,7624.0,18558,3,Yes,19,3,3,0,11,4,4,5.0,4,1,4,0,4-6 yrs,6K-10K,Very High,Best
1162,46,Yes,Travel_Rarely,572,Sales,1,3,Life Sciences,4,Male,43,3,4,Sales Executive,4.0,Married,7747.0,20255,3,No,11,3,4,0,25,2,3,7.0,7,1,5,1,7-10 yrs,6K-10K,Very High,Better
1163,24,No,Travel_Rarely,1236,Research & Development,4,2,Medical,4,Male,35,3,3,Research Director,3.0,Married,8144.0,11242,3,No,11,3,4,1,4,1,2,4.0,4,2,4,0,4-6 yrs,6K-10K,High,Good
1164,28,No,Travel_Rarely,1478,Research & Development,1,4,Life Sciences,3,Male,66,3,4,Research Director,4.0,Divorced,7137.0,24290,2,No,18,3,4,3,7,2,3,5.0,4,2,5,0,4-6 yrs,6K-10K,Very High,Better
1165,57,No,Travel_Frequently,442,Research & Development,12,2,Life Sciences,3,Male,78,3,3,Manager,1.0,Single,7342.0,20845,0,No,13,3,3,3,36,5,4,8.0,3,1,3,0,7-10 yrs,6K-10K,Low,Best
1166,33,Yes,Travel_Rarely,1306,Research & Development,6,5,Life Sciences,4,Female,96,1,1,Laboratory Technician,2.0,Divorced,1846.0,23799,4,No,21,3,4,0,12,3,1,9.0,6,2,3,1,7-10 yrs,Below 3K,Medium,Bad
1167,31,No,Travel_Rarely,566,Sales,2,1,Technical Degree,4,Female,68,2,2,Sales Executive,4.0,Divorced,6036.0,15380,3,No,15,3,4,0,8,4,4,7.0,7,1,6,0,7-10 yrs,6K-10K,Very High,Best
1168,35,No,Non-Travel,1459,Research & Development,1,3,Technical Degree,3,Female,36,2,2,Manager,4.0,Single,6543.0,9350,0,Yes,11,3,3,1,13,2,3,5.0,5,1,3,0,4-6 yrs,6K-10K,Very High,Better
1169,25,No,Travel_Rarely,645,Sales,6,1,Medical,2,Male,61,2,2,Sales Executive,4.0,Married,3516.0,17545,1,No,15,4,2,0,2,4,3,2.0,2,2,2,0,2-3 yrs,3K-6K,Very High,Better
1170,29,No,Travel_Rarely,545,Research & Development,29,3,Medical,1,Female,80,2,4,Research Director,4.0,Single,11595.0,9829,5,No,11,3,3,0,6,5,3,6.0,6,5,3,0,4-6 yrs,10K-15K,Very High,Better
1171,44,No,Travel_Rarely,689,Research & Development,1,5,Life Sciences,3,Male,83,3,1,Healthcare Representative,4.0,Divorced,5374.0,21673,3,No,13,4,4,0,21,2,3,5.0,5,4,2,0,4-6 yrs,3K-6K,Very High,Better
1172,36,No,Travel_Rarely,1427,Research & Development,3,1,Life Sciences,4,Female,36,4,3,Research Scientist,4.0,Married,8342.0,2930,4,No,11,3,3,1,15,5,3,8.0,6,3,2,0,7-10 yrs,6K-10K,Very High,Better
1173,50,No,Travel_Rarely,1326,Sales,11,3,Medical,3,Male,76,3,1,Manager,3.0,Divorced,6400.0,17298,3,Yes,21,4,1,1,28,3,3,6.0,5,2,5,0,4-6 yrs,6K-10K,High,Better
1174,25,No,Travel_Rarely,1214,Sales,3,2,Life Sciences,3,Female,62,4,4,Manager,4.0,Married,8668.5,13988,0,No,16,3,2,1,4,1,3,4.0,3,1,2,0,4-6 yrs,6K-10K,Very High,Better
1175,39,Yes,Travel_Rarely,1087,Sales,14,1,Medical,3,Female,49,3,3,Sales Representative,4.0,Divorced,9551.0,11400,2,Yes,14,3,2,1,18,1,2,6.0,5,4,6,1,4-6 yrs,6K-10K,Very High,Good
1176,32,No,Travel_Rarely,1475,Research & Development,1,4,Marketing,1,Male,64,3,3,Manager,2.0,Married,6958.0,12253,3,No,18,3,4,1,9,3,2,8.0,5,2,4,0,7-10 yrs,6K-10K,Medium,Good
1177,48,No,Non-Travel,918,Research & Development,3,2,Life Sciences,3,Female,85,2,2,Research Scientist,3.0,Single,6435.0,5958,5,No,20,3,4,0,27,2,3,2.0,2,1,1,0,2-3 yrs,6K-10K,High,Better
1178,33,No,Travel_Rarely,772,Research & Development,26,2,Technical Degree,1,Male,87,3,4,Manufacturing Director,4.0,Single,9768.0,25423,3,Yes,12,4,1,1,9,0,3,5.0,5,2,3,0,4-6 yrs,6K-10K,Very High,Better
1179,33,No,Travel_Frequently,775,Research & Development,2,3,Technical Degree,3,Male,63,3,2,Research Scientist,4.0,Divorced,5118.0,24469,4,No,20,4,4,0,11,3,1,6.0,4,2,6,0,4-6 yrs,3K-6K,Very High,Bad
1180,22,No,Travel_Rarely,204,Sales,1,4,Medical,4,Female,87,4,2,Manager,4.0,Married,5950.0,3646,1,No,11,3,1,0,0,3,4,0.0,0,0,0,0,0-1 yrs,3K-6K,Very High,Best
1181,18,No,Non-Travel,169,Research & Development,16,3,Life Sciences,4,Female,72,2,5,Manufacturing Director,1.0,Divorced,15527.0,23565,2,No,13,3,4,1,0,2,2,0.0,0,0,0,0,0-1 yrs,15K+,Low,Good
1182,34,Yes,Travel_Rarely,1103,Research & Development,2,2,Human Resources,2,Male,99,2,3,Healthcare Representative,1.0,Single,7416.0,26299,3,No,11,3,1,0,14,2,3,5.0,4,2,5,1,4-6 yrs,6K-10K,Low,Better
1183,44,No,Non-Travel,1079,Research & Development,3,2,Marketing,3,Female,46,2,3,Research Director,4.0,Divorced,9886.0,6255,2,No,16,3,4,0,21,4,3,8.0,4,2,3,0,7-10 yrs,6K-10K,Very High,Better
1184,37,Yes,Travel_Rarely,1228,Research & Development,3,2,Life Sciences,2,Male,57,3,1,Research Scientist,2.0,Single,4454.0,12656,2,No,17,3,3,0,16,4,4,9.0,5,5,3,1,7-10 yrs,3K-6K,Medium,Best
1185,33,Yes,Travel_Rarely,1344,Research & Development,11,3,Technical Degree,3,Female,54,3,3,Manager,4.0,Single,9373.0,11995,1,No,13,3,3,1,10,3,3,7.0,4,1,5,1,7-10 yrs,6K-10K,Very High,Better
1186,31,No,Non-Travel,1039,Research & Development,8,4,Life Sciences,4,Male,97,2,1,Manager,2.0,Divorced,3108.0,7193,4,No,11,3,4,1,8,1,2,8.0,3,3,0,0,7-10 yrs,3K-6K,Medium,Good
1187,25,No,Travel_Frequently,1123,Sales,4,4,Life Sciences,1,Female,37,3,3,Manager,1.0,Divorced,6496.0,2554,1,Yes,14,3,1,0,4,1,3,4.0,4,1,1,0,4-6 yrs,6K-10K,Low,Better
1188,36,No,Travel_Rarely,131,Research & Development,9,3,Human Resources,3,Female,50,3,3,Manager,1.0,Single,10626.0,19278,3,No,16,3,2,0,14,2,3,7.0,2,3,6,0,7-10 yrs,10K-15K,Low,Better
1189,41,No,Non-Travel,942,Sales,14,3,Human Resources,1,Male,52,3,3,Manager,1.0,Divorced,5315.0,5202,4,No,18,3,2,1,21,2,3,11.0,3,1,3,0,10+ yrs,3K-6K,Low,Better
1190,32,No,Travel_Rarely,789,Sales,1,3,Other,4,Male,43,3,3,Sales Representative,4.0,Single,7329.0,11901,2,Yes,13,4,4,3,8,3,2,8.0,5,3,3,0,7-10 yrs,6K-10K,Very High,Good
1191,30,Yes,Travel_Rarely,1125,Research & Development,1,4,Life Sciences,4,Male,83,4,3,Research Scientist,3.0,Divorced,7106.0,2301,4,Yes,15,3,3,0,7,2,3,3.0,2,3,3,1,2-3 yrs,6K-10K,High,Better
1192,46,Yes,Travel_Frequently,226,Research & Development,2,3,Life Sciences,3,Male,49,4,3,Manufacturing Director,4.0,Married,7431.0,6124,3,Yes,11,3,4,1,26,3,4,7.0,3,1,3,1,7-10 yrs,6K-10K,Very High,Best
1193,29,No,Travel_Rarely,445,Research & Development,1,3,Human Resources,2,Male,45,1,4,Research Director,3.0,Married,8710.0,16595,2,No,18,3,4,2,9,4,3,6.0,4,5,6,0,4-6 yrs,6K-10K,High,Better
1194,37,No,Travel_Frequently,1351,Research & Development,4,2,Marketing,3,Female,37,3,5,Research Director,3.0,Married,14313.0,24521,3,No,12,3,2,1,13,2,3,8.0,3,3,5,0,7-10 yrs,10K-15K,High,Better
1195,39,No,Travel_Rarely,1072,Research & Development,4,3,Technical Degree,1,Female,49,1,4,Research Scientist,2.0,Married,4872.0,26074,2,No,17,3,1,0,15,2,2,10.0,4,2,2,0,7-10 yrs,3K-6K,Medium,Good
1196,48,No,Travel_Rarely,880,Research & Development,10,3,Life Sciences,2,Female,33,2,3,Research Scientist,2.0,Divorced,11637.0,5091,1,No,11,3,3,1,26,2,3,2.0,2,2,2,0,2-3 yrs,10K-15K,Medium,Better
1197,34,No,Travel_Rarely,503,Research & Development,1,2,Technical Degree,2,Male,52,1,4,Manufacturing Director,4.0,Married,12805.0,16671,3,No,13,3,4,1,13,4,3,6.0,2,1,2,0,4-6 yrs,10K-15K,Very High,Better
1198,30,No,Travel_Frequently,938,Sales,11,3,Marketing,2,Female,57,4,2,Sales Executive,2.0,Divorced,6174.0,16747,3,No,15,3,3,1,6,6,3,5.0,3,3,3,0,4-6 yrs,6K-10K,Medium,Better
1199,39,No,Travel_Rarely,235,Research & Development,8,2,Marketing,4,Female,70,3,4,Laboratory Technician,2.0,Single,8729.0,3668,0,Yes,11,3,4,0,17,3,3,3.0,3,1,3,0,2-3 yrs,6K-10K,Medium,Better
1200,46,No,Travel_Frequently,1214,Sales,4,1,Other,4,Female,45,2,3,Manager,4.0,Married,8840.0,9541,1,Yes,22,3,3,2,25,3,3,9.0,3,1,0,0,7-10 yrs,6K-10K,Very High,Better
1201,47,No,Travel_Rarely,637,Research & Development,12,3,Medical,1,Male,97,2,2,Laboratory Technician,3.0,Divorced,7486.0,3988,1,No,11,4,2,0,23,3,4,3.0,3,2,3,0,2-3 yrs,6K-10K,High,Best
1202,45,No,Non-Travel,1336,Sales,1,3,Medical,3,Male,61,3,1,Sales Executive,4.0,Married,3745.0,18774,3,No,11,3,1,1,24,2,3,5.0,4,1,3,0,4-6 yrs,3K-6K,Very High,Better
1203,27,No,Travel_Frequently,1178,Research & Development,8,3,Medical,1,Female,61,1,3,Research Scientist,3.0,Married,8366.0,16712,3,No,12,3,4,0,3,6,3,3.0,3,1,3,0,2-3 yrs,6K-10K,High,Better
1204,35,No,Travel_Frequently,182,Research & Development,9,3,Human Resources,3,Male,52,2,4,Manufacturing Director,4.0,Single,10793.0,4334,0,No,15,4,4,0,12,0,3,9.0,4,2,6,0,7-10 yrs,10K-15K,Very High,Better
1205,49,No,Travel_Rarely,1473,Research & Development,16,3,Life Sciences,4,Female,80,3,2,Manager,2.0,Married,7577.0,7108,4,Yes,15,3,3,0,26,3,2,4.0,2,3,1,0,4-6 yrs,6K-10K,Medium,Good
1206,42,No,Non-Travel,1273,Sales,4,3,Medical,1,Male,89,2,4,Sales Representative,3.0,Divorced,8991.0,23324,2,No,24,3,2,2,18,2,3,8.0,6,1,3,0,7-10 yrs,6K-10K,High,Better
1207,33,Yes,Non-Travel,229,Research & Development,1,3,Life Sciences,2,Male,57,3,5,Manufacturing Director,3.0,Single,15395.0,5352,1,Yes,11,3,2,0,13,3,3,7.0,5,0,5,1,7-10 yrs,15K+,High,Better
1208,46,No,Travel_Rarely,1330,Research & Development,1,4,Medical,4,Male,60,2,5,Manager,3.0,Married,11304.0,23546,2,Yes,13,3,1,0,22,0,3,8.0,1,2,1,0,7-10 yrs,10K-15K,High,Better
1209,30,No,Travel_Rarely,467,Research & Development,3,2,Technical Degree,4,Female,59,3,2,Laboratory Technician,3.0,Divorced,5129.0,10960,1,Yes,13,3,3,0,8,3,3,8.0,4,2,7,0,7-10 yrs,3K-6K,High,Better
1210,34,No,Travel_Frequently,361,Research & Development,14,2,Marketing,3,Female,31,3,3,Manufacturing Director,1.0,Single,9462.0,18283,6,No,23,3,3,1,13,5,3,7.0,4,1,7,0,7-10 yrs,6K-10K,Low,Better
1211,55,Yes,Travel_Rarely,986,Research & Development,9,4,Life Sciences,4,Female,42,3,4,Laboratory Technician,3.0,Divorced,12428.0,24727,1,No,15,4,4,0,31,1,3,8.0,4,2,3,1,7-10 yrs,10K-15K,High,Better
1212,45,No,Travel_Frequently,778,Research & Development,3,3,Life Sciences,3,Female,97,3,2,Research Scientist,3.0,Married,5414.0,5077,3,No,17,3,1,3,21,3,3,5.0,2,3,3,0,4-6 yrs,3K-6K,High,Better
1213,27,No,Travel_Rarely,405,Research & Development,28,1,Human Resources,3,Male,57,3,2,Manager,1.0,Single,5329.0,11264,4,No,11,3,1,2,3,4,3,3.0,3,2,3,0,2-3 yrs,3K-6K,Low,Better
1214,30,No,Travel_Frequently,840,Human Resources,14,4,Technical Degree,3,Female,52,2,2,Manager,3.0,Single,6858.0,7039,2,No,15,3,3,0,9,6,3,9.0,3,2,5,0,7-10 yrs,6K-10K,High,Better
1215,42,No,Non-Travel,662,Research & Development,1,5,Medical,3,Female,93,2,2,Research Director,3.0,Married,8655.0,20983,0,Yes,14,4,3,1,19,3,3,4.0,4,1,4,0,4-6 yrs,6K-10K,High,Better
1216,56,No,Travel_Rarely,317,Research & Development,6,5,Marketing,1,Male,92,2,2,Research Director,2.0,Married,4927.0,12176,2,No,18,3,3,0,32,1,2,7.0,5,6,5,0,7-10 yrs,3K-6K,Medium,Good
1217,34,No,Travel_Rarely,568,Sales,1,3,Life Sciences,4,Female,56,2,5,Sales Executive,3.0,Married,12013.0,23155,4,Yes,11,4,3,1,10,1,4,6.0,1,3,2,0,4-6 yrs,10K-15K,High,Best
1218,31,No,Travel_Frequently,793,Research & Development,9,2,Life Sciences,3,Male,40,2,2,Laboratory Technician,3.0,Married,9693.0,24635,8,Yes,12,3,3,1,10,5,1,7.0,6,2,6,0,7-10 yrs,6K-10K,High,Bad
1219,42,No,Travel_Rarely,1083,Sales,1,5,Life Sciences,2,Male,38,3,2,Manager,4.0,Married,6606.0,22746,2,No,12,3,3,0,18,1,3,7.0,7,1,7,0,7-10 yrs,6K-10K,Very High,Better
1220,37,No,Travel_Rarely,683,Research & Development,18,1,Life Sciences,4,Male,60,3,5,Healthcare Representative,3.0,Divorced,10831.0,20640,4,No,15,3,2,0,17,3,3,12.0,3,2,2,0,10+ yrs,10K-15K,High,Better
1221,29,No,Travel_Rarely,703,Research & Development,18,3,Medical,3,Female,83,3,3,Laboratory Technician,4.0,Divorced,5181.0,8707,0,No,14,3,2,1,9,6,3,4.0,2,3,4,0,4-6 yrs,3K-6K,Very High,Better
1222,34,No,Travel_Rarely,1101,Research & Development,14,3,Other,3,Female,83,4,1,Research Director,1.0,Single,6201.0,8326,2,Yes,13,3,4,3,13,5,2,8.0,0,3,7,0,7-10 yrs,6K-10K,Low,Good
1223,44,No,Travel_Rarely,1155,Sales,4,3,Marketing,3,Female,84,3,4,Manager,4.0,Married,13579.0,20405,4,No,17,3,4,0,24,1,3,8.0,1,3,5,0,7-10 yrs,10K-15K,Very High,Better
1224,41,No,Non-Travel,1384,Human Resources,6,4,Technical Degree,4,Female,32,2,3,Human Resources,3.0,Married,8891.0,17906,2,No,13,3,4,1,19,3,4,10.0,4,1,3,0,7-10 yrs,6K-10K,High,Best
1225,36,No,Travel_Rarely,1053,Research & Development,1,3,Technical Degree,3,Female,94,2,2,Laboratory Technician,4.0,Divorced,6423.0,2910,4,Yes,21,4,2,2,13,1,2,8.0,4,3,8,0,7-10 yrs,6K-10K,Very High,Good
1226,37,Yes,Travel_Frequently,1385,Sales,3,3,Medical,3,Male,74,3,3,Manager,2.0,Single,8997.0,4691,1,No,16,3,2,1,13,3,3,6.0,5,2,4,1,4-6 yrs,6K-10K,Medium,Better
1227,31,No,Travel_Rarely,476,Research & Development,4,4,Marketing,2,Male,75,3,5,Healthcare Representative,4.0,Single,16826.0,4807,2,Yes,11,3,3,0,7,4,3,5.0,5,3,5,0,4-6 yrs,15K+,Very High,Better
1228,45,No,Travel_Frequently,868,Research & Development,9,3,Life Sciences,4,Male,33,3,4,Laboratory Technician,4.0,Married,10451.0,26365,5,No,19,3,2,0,24,3,3,6.0,3,1,1,0,4-6 yrs,10K-15K,Very High,Better
1229,35,Yes,Travel_Rarely,1435,Research & Development,8,3,Human Resources,3,Female,42,4,3,Laboratory Technician,4.0,Married,9179.0,4252,1,No,24,3,3,1,13,5,3,7.0,3,1,6,1,7-10 yrs,6K-10K,Very High,Better
1230,45,No,Travel_Rarely,1314,Research & Development,22,3,Technical Degree,4,Male,55,3,2,Healthcare Representative,1.0,Single,4316.0,6581,2,No,16,3,2,1,25,2,3,6.0,3,4,5,0,4-6 yrs,3K-6K,Low,Better
1231,21,Yes,Travel_Frequently,1132,Research & Development,11,1,Life Sciences,1,Male,44,2,3,Laboratory Technician,4.0,Single,9305.0,6898,5,Yes,18,3,4,1,0,4,3,0.0,0,0,0,1,0-1 yrs,6K-10K,Very High,Better
1232,48,No,Travel_Rarely,558,Research & Development,2,3,Other,1,Female,35,2,2,Research Scientist,1.0,Married,5464.0,14062,4,No,13,3,2,0,24,3,1,6.0,5,0,5,0,4-6 yrs,3K-6K,Low,Bad
1233,46,No,Travel_Rarely,1159,Sales,1,5,Marketing,4,Male,60,2,4,Manager,2.0,Single,9335.0,15086,3,No,15,3,2,1,25,5,3,8.0,5,0,2,0,7-10 yrs,6K-10K,Medium,Better
1234,38,No,Travel_Rarely,388,Research & Development,18,3,Medical,3,Male,65,1,5,Manufacturing Director,2.0,Divorced,11492.0,16993,3,No,12,3,2,1,14,3,3,11.0,7,2,3,0,10+ yrs,10K-15K,Medium,Better
1235,41,No,Travel_Rarely,699,Research & Development,9,3,Marketing,4,Female,37,4,1,Manager,4.0,Married,3175.0,5143,0,No,16,3,3,0,19,1,3,5.0,5,3,1,0,4-6 yrs,3K-6K,Very High,Better
1236,30,No,Travel_Frequently,1375,Research & Development,5,2,Life Sciences,2,Male,59,3,3,Laboratory Technician,2.0,Married,7893.0,25613,2,Yes,11,3,1,1,10,1,2,6.0,0,5,4,0,4-6 yrs,6K-10K,Medium,Good
1237,42,No,Travel_Rarely,807,Research & Development,6,2,Medical,1,Male,64,3,4,Manufacturing Director,4.0,Single,9849.0,4856,4,Yes,15,3,4,1,18,0,3,10.0,3,0,3,0,7-10 yrs,6K-10K,Very High,Better
1238,41,Yes,Travel_Rarely,1112,Research & Development,29,4,Life Sciences,3,Male,77,3,1,Healthcare Representative,3.0,Single,5725.0,10356,1,Yes,18,4,4,0,20,4,3,10.0,4,3,7,1,7-10 yrs,3K-6K,High,Better
1239,49,No,Travel_Rarely,224,Sales,1,2,Technical Degree,2,Female,49,3,2,Sales Executive,4.0,Single,3256.0,3283,1,No,12,4,3,1,29,3,4,6.0,2,1,2,0,4-6 yrs,3K-6K,Very High,Best
1240,38,No,Travel_Frequently,999,Research & Development,1,3,Technical Degree,3,Male,46,3,4,Research Director,3.0,Single,11739.0,6281,1,No,11,3,2,0,16,4,2,4.0,4,1,1,0,4-6 yrs,10K-15K,High,Good
1241,49,No,Travel_Rarely,1002,Research & Development,12,3,Medical,3,Female,41,2,3,Research Scientist,1.0,Divorced,9587.0,14892,2,No,13,3,4,1,26,4,4,9.0,4,1,3,0,7-10 yrs,6K-10K,Low,Best
1242,39,Yes,Travel_Frequently,751,Research & Development,1,4,Medical,4,Male,65,3,5,Research Scientist,2.0,Married,16537.0,17807,3,No,18,3,3,1,16,4,3,5.0,3,2,3,1,4-6 yrs,15K+,Medium,Better
1243,50,No,Travel_Rarely,878,Sales,12,2,Technical Degree,3,Male,88,1,3,Manager,2.0,Divorced,9730.0,4809,3,No,13,3,3,3,26,5,3,7.0,6,2,4,0,7-10 yrs,6K-10K,Medium,Better
1244,29,No,Travel_Rarely,829,Sales,25,3,Medical,2,Male,75,3,3,Manager,4.0,Married,10495.0,15838,4,Yes,16,3,4,1,7,1,2,6.0,3,1,4,0,4-6 yrs,10K-15K,Very High,Good
1245,38,No,Travel_Frequently,1239,Research & Development,3,1,Life Sciences,2,Male,51,3,2,Laboratory Technician,1.0,Married,7468.0,20971,2,No,21,3,4,1,18,3,3,4.0,3,2,4,0,4-6 yrs,6K-10K,Low,Better
1246,40,No,Travel_Frequently,775,Human Resources,29,3,Life Sciences,2,Female,56,3,5,Human Resources,1.0,Single,13049.0,6744,2,No,18,3,4,2,18,3,3,6.0,6,1,6,0,4-6 yrs,10K-15K,Low,Better
1247,19,Yes,Travel_Rarely,1248,Research & Development,7,3,Medical,2,Female,54,3,4,Research Scientist,3.0,Single,9724.0,4829,2,No,19,3,3,1,0,3,3,0.0,0,0,0,1,0-1 yrs,6K-10K,High,Better
1248,42,No,Travel_Rarely,1253,Sales,3,2,Life Sciences,2,Male,32,2,2,Sales Executive,3.0,Divorced,6038.0,24760,2,No,12,3,4,1,21,0,4,7.0,3,2,0,0,7-10 yrs,6K-10K,High,Best
